priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
3,761,micro-location,staircase renovation in berczy village,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Berczy Village,berczy-village,micro,Markham,York Region,target on parent city page,/locations/york-region/markham/,,,,no
3,761,micro-location,staircase renovation in bloor west village,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bloor West Village,bloor-west-village,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,staircase renovation in bolton,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bolton,bolton,micro,Caledon,Peel Region,target on parent city page,/locations/peel-region/caledon/,,,,no
3,761,micro-location,staircase renovation in bowmanville,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bowmanville,bowmanville,micro,Clarington,Durham Region,target on parent city page,/locations/durham-region/clarington/,,,,no
3,761,micro-location,staircase renovation in bramalea,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bramalea,bramalea,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,761,micro-location,staircase renovation in bronte,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bronte,bronte,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,761,micro-location,staircase renovation in brooklin,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Brooklin,brooklin,micro,Whitby,Durham Region,target on parent city page,/locations/durham-region/whitby/,,,,no
3,761,micro-location,staircase renovation in cabbagetown,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cabbagetown,cabbagetown,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,staircase renovation in caledon east,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Caledon East,caledon-east,micro,Caledon,Peel Region,target on parent city page,/locations/peel-region/caledon/,,,,no
3,762,micro-location,staircase renovation in cannington,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cannington,cannington,micro,Brock,Durham Region,target on parent city page,/locations/durham-region/brock/,,,,no
3,762,micro-location,staircase renovation in casa loma,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Casa Loma,casa-loma,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,762,micro-location,staircase renovation in castlemore,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Castlemore,castlemore,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,762,micro-location,staircase renovation in churchill meadows,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Churchill Meadows,churchill-meadows,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,762,micro-location,staircase renovation in clarkson,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Clarkson,clarkson,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,762,micro-location,staircase renovation in clearview,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Clearview,clearview,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,762,micro-location,staircase renovation in cliffside,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cliffside,cliffside,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,762,micro-location,staircase renovation in concord,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Concord,concord,micro,Vaughan,York Region,target on parent city page,/locations/york-region/vaughan/,,,,no
3,762,micro-location,staircase renovation in cooksville,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cooksville,cooksville,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,762,micro-location,staircase renovation in corktown,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Corktown,corktown,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,762,micro-location,staircase renovation in cornell,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cornell,cornell,micro,Markham,York Region,target on parent city page,/locations/york-region/markham/,,,,no
3,762,micro-location,staircase renovation in courtice,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Courtice,courtice,micro,Clarington,Durham Region,target on parent city page,/locations/durham-region/clarington/,,,,no
3,762,micro-location,staircase renovation in credit valley,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Credit Valley,credit-valley,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,762,micro-location,staircase renovation in danforth,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Danforth,danforth,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,762,micro-location,staircase renovation in davisville,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Davisville,davisville,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,762,micro-location,staircase renovation in don mills,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Don Mills,don-mills,micro,North York,Toronto,target on parent city page,/locations/toronto/north-york/,,,,no
3,762,micro-location,staircase renovation in erin mills,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Erin Mills,erin-mills,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,762,micro-location,staircase renovation in fletchers meadow,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Fletchers Meadow,fletchers-meadow,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,762,micro-location,staircase renovation in forest hill,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Forest Hill,forest-hill,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,762,micro-location,staircase renovation in georgetown,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Georgetown,georgetown,micro,Halton Hills,Halton Region,target on parent city page,/locations/halton-region/halton-hills/,,,,no
3,762,micro-location,staircase renovation in glen abbey,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Glen Abbey,glen-abbey,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,762,micro-location,staircase renovation in guildwood,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Guildwood,guildwood,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,762,micro-location,staircase renovation in harbourfront,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Harbourfront,harbourfront,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,762,micro-location,staircase renovation in hawthorne village,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Hawthorne Village,hawthorne-village,micro,Milton,Halton Region,target on parent city page,/locations/halton-region/milton/,,,,no
3,762,micro-location,staircase renovation in heart lake,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Heart Lake,heart-lake,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,762,micro-location,staircase renovation in high park,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,High Park,high-park,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,762,micro-location,staircase renovation in highland creek,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Highland Creek,highland-creek,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,762,micro-location,staircase renovation in holland landing,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Holland Landing,holland-landing,micro,East Gwillimbury,York Region,target on parent city page,/locations/york-region/east-gwillimbury/,,,,no
3,762,micro-location,staircase renovation in humber bay,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Humber Bay,humber-bay,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,762,micro-location,staircase renovation in inglewood,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Inglewood,inglewood,micro,Caledon,Peel Region,target on parent city page,/locations/peel-region/caledon/,,,,no
3,762,micro-location,staircase renovation in islington,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Islington,islington,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,762,micro-location,staircase renovation in jacksons point,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Jacksons Point,jacksons-point,micro,Georgina,York Region,target on parent city page,/locations/york-region/georgina/,,,,no
3,762,micro-location,staircase renovation in jefferson,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Jefferson,jefferson,micro,Richmond Hill,York Region,target on parent city page,/locations/york-region/richmond-hill/,,,,no
3,762,micro-location,staircase renovation in joshua creek,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Joshua Creek,joshua-creek,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,762,micro-location,staircase renovation in keswick,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Keswick,keswick,micro,Georgina,York Region,target on parent city page,/locations/york-region/georgina/,,,,no
3,762,micro-location,staircase renovation in king west,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,King West,king-west,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,762,micro-location,staircase renovation in kleinburg,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Kleinburg,kleinburg,micro,Vaughan,York Region,target on parent city page,/locations/york-region/vaughan/,,,,no
3,762,micro-location,staircase renovation in lakeview,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Lakeview,lakeview,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,762,micro-location,staircase renovation in lawrence park,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Lawrence Park,lawrence-park,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
